registro_sistema,titulo,autor,assunto_principal,tipo_material,biblioteca,exemplares,emp_2018,emp_2019,emp_2020,emp_2022,total_emprestimos,media_por_exemplar
225640,Princípios e práticas de programação com C++,"Stroustrup, Bjarne.",Linguagem de programação,Livro,Biblioteca Central Zila Mamede,30,41,34,4,15,94,3.13
220805,Construindo web sites para leigos,"Crowder, David A.,",Sites da Web -,Livro,Biblioteca Central Zila Mamede,5,12,1,1,2,16,3.2
166730,Projeto de banco de dados,"Heuser, Carlos Alberto.",Banco de dados,Livro,Biblioteca Central Zila Mamede,9,8,15,1,5,29,3.22
234001,Fundamentos de sistemas operacionais :,"Silberschatz, Abraham.",Armazenamento de dados,Livro,Biblioteca Central Zila Mamede,20,30,24,3,8,65,3.25
167047,Sistemas de banco de dados,"Elmasri, Ramez.",Banco de dados,Livro,Biblioteca Central Zila Mamede,33,40,42,10,18,110,3.33
242807,Arduino básico,"McRoberts, Michael",Linguagem de programação (Computadores),Livro,Biblioteca Central Zila Mamede,3,4,3,0,3,10,3.33
241435,Gerenciamento ágil de projeto,"Massari, Vitor L.",Engenharia de software,Livro,Biblioteca Central Zila Mamede,5,9,7,1,0,17,3.4
176618,Fundamentos da inteligência artificial,"Rosa, João Luís Garcia.",Inteligência artificial,Livro,Biblioteca Central Zila Mamede,10,16,12,3,4,35,3.5
134399,YouTube e a revolução digital :,"Burgess, Jean.",YouTube (Recurso eletrônico),Livro,Biblioteca Central Zila Mamede,5,4,13,1,0,18,3.6
241913,Ensine seus filhos a programar :,"Payne, Bryson.",Python (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,10,16,12,3,5,36,3.6
182361,Introdução à programação com Python :,"Menezes, Nilo Ney Coutinho.",Python (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,3,7,3,1,0,11,3.67
238840,Programação de redes com Python :,"Rhodes, Brandon.",Python (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,5,0,12,3,4,19,3.8
245462,Google android :,"Lecheta, Ricardo R.",Android (Recurso eletrônico),Livro,Biblioteca Central Zila Mamede,6,17,4,2,0,23,3.83
167535,Estrutura de dados e algoritmos em C++,"Drozdek, Adam.",Algoritmos,Livro,Biblioteca Central Zila Mamede,7,12,4,2,9,27,3.86
234037,VHDL :,"D'Amore, Roberto.",VHDL (Linguagem descritiva de hardware),Livro,Biblioteca Central Zila Mamede,17,27,21,10,8,66,3.88
57692,Estruturas de dados usando C,"Tenenbaum, Aaron M.",C (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,3,0,5,0,7,12,4.0
71051,Projetando websites,"Nielsen, Jakob,",World Wibe Web (Sistema de recuperação da informação),Livro,Biblioteca Central Zila Mamede,1,3,1,0,0,4,4.0
120911,Fundamentos de bancos de dados :,"Guimarães, Célio Cardoso,",Software,Livro,Biblioteca Central Zila Mamede,2,2,5,0,1,8,4.0
144551,Lógica de programação :,"Forbellone, Andre Luiz Villar.",Programação (Computadores),Livro,Biblioteca Central Zila Mamede,4,6,6,1,3,16,4.0
176598,Conceitos de linguagens de programação,"Sebesta, Robert W.",Linguagem de programação (Computadores),Livro,Biblioteca Central Zila Mamede,2,1,3,2,2,8,4.0
200663,Engenharia de Software,"Sommerville, Ian.",Engenharia de software,Livro,Biblioteca Central Zila Mamede,25,26,59,3,12,100,4.0
211960,Modern communication systems using MATLAB,"Proakis, John G.",MATLAB (Programa de computador),Livro,Biblioteca Central Zila Mamede,4,2,13,1,0,16,4.0
212867,Segurança de computadores :,"Stallings, William,",Segurança de computadores,Livro,Biblioteca Central Zila Mamede,3,1,6,1,4,12,4.0
213487,Certificação Linux :,"Ribeiro, Uirá.",Linux (Sistema operacional de computador),Livro,Biblioteca Central Zila Mamede,2,6,1,1,0,8,4.0
214716,Data mining :,"Kantardzic, Mehmed.",Tratamento de dados,Livro,Biblioteca Central Zila Mamede,2,4,3,1,0,8,4.0
215655,Learning from data :,"Abu-Mostafa, Yaser S.,",Aprendizado do computador,Livro,Biblioteca Central Zila Mamede,2,2,4,1,1,8,4.0
227580,Test-driven development :,"Beck, Kent.",Software -,Livro,Biblioteca Central Zila Mamede,2,3,2,1,2,8,4.0
247143,Programming in Haskell,"Hutton, Graham,",Linguagem de programação (Computadores),Livro,Biblioteca Central Zila Mamede,2,3,4,0,1,8,4.0
250547,Redes de computadores e Internet,"Comer, Douglas.",Redes de computadores,Livro,Biblioteca Central Zila Mamede,3,2,7,1,2,12,4.0
258294,Construindo aplicações Web com PHP e MySQL,"Milani, André,",Sites da Web -,Livro,Biblioteca Central Zila Mamede,1,0,1,1,2,4,4.0
256083,JavaScript de alto desempenho,"Zakas, Nicholas C.",JavaScript (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,5,0,11,4,6,21,4.2
128238,Usabilidade na Web :,"Nielsen, Jakob.",Internet (Redes de computação),Livro,Biblioteca Central Zila Mamede,11,36,9,0,2,47,4.27
188821,Design games :,"Schuytema, Paul",Jogos por computador,Livro,Biblioteca Central Zila Mamede,3,5,5,1,2,13,4.33
230036,Introduction to data mining,"Tan, Pang-Ning.",Mineração de dados (Computação),Livro,Biblioteca Central Zila Mamede,3,6,6,1,0,13,4.33
249340,Engenharia de requisitos :,"Vazquez, Carlos Eduardo.",Engenharia de software,Livro,Biblioteca Central Zila Mamede,3,2,9,1,1,13,4.33
216256,Sistema de banco de dados,"Silberschatz, Abraham.",Banco de dados -,Livro,Biblioteca Central Zila Mamede,2,5,2,0,2,9,4.5
249818,Domain-driven design :,"Evans, Eric,",Programação orientada a objetos (ciência da computação),Livro,Biblioteca Central Zila Mamede,2,1,5,0,3,9,4.5
241947,Web scraping com python :,"Mitchell, Ryan",Python (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,12,21,19,5,10,55,4.58
237684,Scrum e PMBOK :,"Cruz, Fábio.",Administração de projetos,Livro,Biblioteca Central Zila Mamede,4,9,8,0,2,19,4.75
191906,Algoritmos e programação de computadores,,Algoritmos de computador,Livro,Biblioteca Central Zila Mamede,13,24,27,3,8,62,4.77
251134,Engenharia de software :,"Pressman, Roger S.",Engenharia de software,Livro,Biblioteca Central Zila Mamede,13,7,34,5,17,63,4.85
113790,Treinamento em linguagem C++,"Mizrahi, Victorine Viviane.",C++ (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,2,2,0,1,5,5.0
117345,C++ como programar,"Deitel, Harvey M.,",C++ (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,2,6,3,1,0,10,5.0
176887,Data mining with R :,"Torgo, Luis.",Mineração de dados (Computação),Livro,Biblioteca Central Zila Mamede,4,9,8,1,2,20,5.0
178924,The elements of statistical learning :,"Hastie, Trevor.",Análise multivariada,Livro,Biblioteca Central Zila Mamede,4,7,7,0,6,20,5.0
215703,Learn Python the hard way :,"Shaw, Zed",Python (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,3,10,2,0,3,15,5.0
245713,Como criar uma mente :,"Kurzweil, Ray.",Inteligência artificial,Livro,Biblioteca Central Zila Mamede,3,8,4,1,2,15,5.0
247089,e-government :,,Administração pública -,Livro,Biblioteca Central Zila Mamede,1,5,0,0,0,5,5.0
191131,Estruturas de dados e seus algoritmos,"Szwarcfiter, Jayme Luiz.",Estrutura de dados (Computação),Livro,Biblioteca Central Zila Mamede,40,84,87,12,21,204,5.1
189185,Complexidade de algoritmos :,"Toscani, Laira Vieira.",Algoritmos de computador,Livro,Biblioteca Central Zila Mamede,7,16,12,2,6,36,5.14
191405,Linguagem C,"Damas, Luís,",C (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,50,127,87,7,41,262,5.24
202066,Inteligência artificial,"Coppin, Ben.",Inteligência artificial,Livro,Biblioteca Central Zila Mamede,10,16,30,4,3,53,5.3
128395,Inteligência artificial,"Russell, Stuart J.",Inteligencia artificial,Livro,Biblioteca Central Zila Mamede,11,26,20,3,11,60,5.45
198814,Foundations of machine learning,"Mohri, Mehryar.",Aprendizado de máquina,Livro,Biblioteca Central Zila Mamede,2,5,2,2,2,11,5.5
201335,Sistemas de informação,"Baltzan, Paige.",Sistemas de informação -,Livro,Biblioteca Central Zila Mamede,2,4,4,1,2,11,5.5
249783,Introdução ao JSON :,"Bassett, Lindsay.",JavaScript (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,3,0,9,3,5,17,5.67
198859,Machine learning :,"Murphy, Kevin P.",Aprendizagem de máquina,Livro,Biblioteca Central Zila Mamede,8,29,13,2,2,46,5.75
246981,Python for scientists,"Stewart, John,",Linguagem de programação (Computadores),Livro,Biblioteca Central Zila Mamede,5,13,7,0,9,29,5.8
168647,Introduction to algorithms,,Algoritmos de computador,Livro,Biblioteca Central Zila Mamede,13,30,35,2,11,78,6.0
166388,Descobrindo a estatística usando o SPSS,"Field, Andy P.",Estatística -,Livro,Biblioteca Central Zila Mamede,12,43,29,2,2,76,6.33
256106,Primeiros passos com React :,"Stefanov, Stoyan.",Software de aplicação -,Livro,Biblioteca Central Zila Mamede,5,0,17,4,11,32,6.4
134588,Não me faça pensar :,"Krug, Steve.",World Wide Web (Sistema de recuperação da informação),Livro,Biblioteca Central Zila Mamede,2,5,3,1,4,13,6.5
245620,Hacking para leigos,"Kevin, Beaver.",Computadores -,Livro,Biblioteca Central Zila Mamede,2,7,3,0,3,13,6.5
249804,Aprendendo padrões de projeto em Python :,"Giridhar, Chetan.",Python (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,4,0,14,4,8,26,6.5
171361,Neural networks and learning machines,"Haykin, Simon.",Redes neurais (Computação),Livro,Biblioteca Central Zila Mamede,3,6,11,0,3,20,6.67
166745,Treinamento em linguagem C,"Mizrahi, Victorine Viviane.",C (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,11,35,23,0,16,74,6.73
87711,Quantum computation and quantum information,"Nielsen, Michael A.",Informação quântica,Livro,Biblioteca Central Zila Mamede,1,2,3,2,0,7,7.0
178750,Introduction to machine learning,"Alpaydin, Ethem.",Aprendizado de computador,Livro,Biblioteca Central Zila Mamede,5,16,11,4,4,35,7.0
218762,Aprendendo a desenvolver aplicações Web :,"Purewal, Semmy.",Informática,Livro,Biblioteca Central Zila Mamede,5,0,24,3,8,35,7.0
249732,Android essencial,"Lecheta, Ricardo R.",Android (Recurso eletrônico),Livro,Biblioteca Central Zila Mamede,2,5,8,0,1,14,7.0
256114,Padrões Javascript,"Stefanov, Stoyan.",JavaScript (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,5,0,22,5,9,36,7.2
219315,Redes de computadores e a internet :,"Kurose, James F.",Redes de computadores,Livro,Biblioteca Central Zila Mamede,28,89,82,11,25,207,7.39
230395,Django essencial :,"Elman, Julia",Python (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,2,4,7,2,2,15,7.5
152364,Treinamento em linguagem C++,"Mizrahi, Victorine Viviane.",C++ (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,29,97,48,9,66,220,7.59
200932,Itil® :,,Tecnologia da informação -,Livro,Biblioteca Central Zila Mamede,3,10,11,2,0,23,7.67
214395,Python cookbook,"Beazley, David M.",Python (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,3,0,11,1,11,23,7.67
249414,Linux :,"Negus, Christopher.",Linux (Sistema operacional de computador),Livro,Biblioteca Central Zila Mamede,10,19,43,4,12,78,7.8
70022,JavaScript para a World Wide Web,"Negrino, Tom.",JavaScript (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,1,4,1,0,3,8,8.0
246023,Deep learning,"Goodfellow, Ian.",Aprendizado do computador,Livro,Biblioteca Central Zila Mamede,2,8,5,2,1,16,8.0
217918,Algoritmos :,,Algoritmos,Livro,Biblioteca Central Zila Mamede,25,116,51,13,28,208,8.32
85434,C completo e total,"Schildt, Herbert,",C (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,6,16,20,4,10,50,8.33
249766,O guia do mochileiro Python :,"Reitz, Kenneth.",Python (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,3,0,12,4,9,25,8.33
184050,Arduino básico,"McRoberts, Michael",Linguagem de programação (Computadores),Livro,Biblioteca Central Zila Mamede,10,27,44,5,8,84,8.4
134701,Use a cabeça! HTML com CSS e XHTML,"Freeman, Elisabeth.",HTML (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,2,7,7,1,2,17,8.5
186502,Computação gráfica :,"Conci, Aura.",Computação gráfica,Livro,Biblioteca Central Zila Mamede,2,7,8,0,2,17,8.5
241941,Aprendendo PHP :,"Sklar, David",PHP (Linguagem de programação de computadores),Livro,Biblioteca Central Zila Mamede,3,12,10,1,5,28,9.33
175644,Estatística :,,Estatística comercial,Livro,Biblioteca Central Zila Mamede,30,126,102,16,39,283,9.43
177652,Redes neurais artificiais  :,"Silva, Ivan Nunes da.",Inteligência artificial,Livro,Biblioteca Central Zila Mamede,10,31,46,14,6,97,9.7
231336,Inteligência artificial :,,Inteligência artificial,Livro,Biblioteca Central Zila Mamede,7,5,38,7,18,68,9.71
73308,Dominando a gestão da informação,"Davenport, Thomas H.,",Tecnologia da informação -,Livro,Biblioteca Central Zila Mamede,1,6,4,0,0,10,10.0
82160,The B - Method :,"Schneider, Steve.",Software -,Livro,Biblioteca Central Zila Mamede,2,10,6,2,2,20,10.0
153463,Introdução à programação :,"Lopes, Anita.",Informática,Livro,Biblioteca Central Zila Mamede,8,45,24,3,11,83,10.38
100004,Digital design,"Vahid, Frank.",Engenharia elétrica,Livro,Biblioteca Central Zila Mamede,1,6,5,0,0,11,11.0
247378,"Crie aplicativos Web com HTML, CSS, JavaScript, PHP, PostgreSQL, Bootstrap, AngularJS e Laravel","Kawano, Wilson.",Aplicações Web,Livro,Biblioteca Central Zila Mamede,2,7,9,2,4,22,11.0
248372,Informática para concursos :,"Antonio, João.",Informática -,Livro,Biblioteca Central Zila Mamede,1,5,2,2,2,11,11.0
250511,Smashing HTML5 :,"Sanders, Bill.",Linguagem de programação -,Livro,Biblioteca Central Zila Mamede,3,9,12,2,13,36,12.0
241948,Python fluente :,"Ramalho, Luciano.",Python (Linguagem de programação),Livro,Biblioteca Central Zila Mamede,10,48,48,9,22,127,12.7
192110,An introduction to parallel programming,"Pacheco, Peter S.",Programação paralela (Computação),Livro,Biblioteca Central Zila Mamede,10,52,63,9,11,135,13.5
227337,Princípios de análise e projeto de sistemas com UML,"Bezerra, Eduardo,",Métodos orientados a objetos -,Livro,Biblioteca Central Zila Mamede,10,67,42,6,22,137,13.7
251216,JavaScript :,"Flanagan, David.",JavaScript (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,3,8,23,3,10,44,14.67
134535,Construindo aplicações web com PHP e MySQL,"Milani, André,",Sites da Web -,Livro,Biblioteca Central Zila Mamede,1,8,4,0,3,15,15.0
85506,JavaScript :,"Flanagan, David.",JavaScript (Linguagem de programação de computador),Livro,Biblioteca Central Zila Mamede,2,13,11,2,7,33,16.5
241946,Pense em python :,"Downey, Allen.",Python (Linguagem de programação),Livro,Biblioteca Central Zila Mamede,4,32,23,4,16,75,18.75
8539,O ABC do WordPerfect 5.0 e 5.1,"Neibauer, Alan R.",WordPerfect (Programa de computador),Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,1,0,0,0,0,0,0.0
106534,Internet:,"Vincent,Beatriz Rodrigues Lopes.",Internet (Redes de computação),Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,4,0,0,0,0,0,0.0
107429,Informática :,"Silva, Mário Gomes da,",Programa de computação,Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,1,0,0,0,0,0,0.0
117907,The regulation of privacy and data protection in the use of electronic health information :,"Rodrigues, R. J.",Sistemas de recuperação da informação -,Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,1,0,0,0,0,0,0.0
121426,Internet:,"Vincent,Beatriz Rodrigues Lopes.",Internet (Redes de computação),Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,1,0,0,0,0,0,0.0
121717,Treinamento em informática :,,Excel (Programa de computador) -,Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,1,0,0,0,0,0,0.0
121718,Microsoft Outlook 97 :,"Moraes, Carlos Eduardo.",Outlook 97 (Programa de computador),Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,1,0,0,0,0,0,0.0
122927,Microsoft Internet Explorer 5 :,"Moraz, Eduardo.",World Wide Web (Sistema de recuperação da informação),Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,1,0,0,0,0,0,0.0
214787,A construção da política nacional de informação e informática em saúde,Brasil.,Políticas públicas de saúde -,Folheto,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,1,0,0,0,0,0,0.0
262446,Análise de Conteúdo suportada por Software,"Costa, António Pedro.",Análise de sistemas,Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,1,0,0,0,0,0,0.0
110273,Informática :,"Silva, Mário Gomes da,",Programa de computação,Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,8,0,2,0,0,2,0.25
175641,Sistemas de informações gerenciais em organizações de saúde,,Sistemas de informação,Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,10,3,1,0,0,4,0.4
96855,Introdução à estatística :,"Bisquerra Alzina, Rafael.",Estatística,Livro,Biblioteca Setorial Bertha Cruz Enders - ­Escola de Saúde da UFRN - ESUFRN,2,1,1,0,0,2,1.0
93767,Gestão da tecnologia da informação :,,Tecnologia da informação,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,0,0,0,0,0.0
161810,Computer security :,"Stallings, William,",Computadores -,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,0,0,0,0,0.0
187510,Hardware II :,"Morimoto, Carlos E.",Hardware,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,0,0,0,0,0.0
188980,Linux :,"Hunt, Craig.",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,0,0,0,0,0.0
214075,Raspberry pi :,"Merces, Ricardo.",Raspberry pi,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,2,0,0,0,0,0,0.0
230396,Primeiros passos com sensores,"Karvinen, Kimmo",Arduino (Controlador programável),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,0,0,0,0,0.0
238826,PHP :,"Dall'Oglio, Pablo,",PHP (Linguagem de programação de computador),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,2,0,0,0,0,0,0.0
238840,Programação de redes com Python :,"Rhodes, Brandon.",Python (Linguagem de programação de computador),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,0,0,0,0,0.0
245901,Construindo aplicações Web com PHP e MySQL,"Milani, André,",Sites da Web -,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,2,0,0,0,0,0,0.0
249560,Manual de projetos do Arduíno :,"Geddes, Mark.",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,0,0,0,0,0.0
256086,Aprendendo Pentest com Python :,"Duffy, Christopher.",Python (Linguagem de programação de computador),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,0,0,0,0,0.0
256452,"Internet das coisas com ESP8266, Arduino e Raspberry Pi","Oliveira, Sérgio de.",Internet das coisas,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,0,0,0,0,0.0
251509,Segurança para desenvolvedores web :,"Mueller, John Paul.",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,4,1,0,0,0,1,0.25
203498,Aplicações na nuvem :,"Tonsig, Sérgio Luiz.",Computação em nuvem -,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,2,0,0,1,0,1,0.5
225861,Administração de servidores linux,"Ramos, Atos.",Programação de computador,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,2,1,0,0,0,1,0.5
247492,OwnCloud :,"Henrique, Marcos.",Serviços da Web,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,2,0,0,1,0,1,0.5
173903,Redes de computadores,"Tanenbaum, Andrew S.,",Redes de computadores,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,7,3,1,0,0,4,0.57
240125,Criptografia e segurança de redes :,"Stallings, William,",Criptografia de dados (Computação),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,2,1,1,0,0,2,1.0
249797,PHP para quem conhece PHP :,"Niederauer, Juliano,",PHP (Linguagem de programação de computador),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,2,3,0,0,0,3,1.5
210526,Rede de computadores :,"Lacerda, Ivan Max Freire de.",Redes de computadores,Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,1,0,2,0,0,2,2.0
251374,Google android :,"Lecheta, Ricardo R.",Android (Recurso eletrônico),Livro,Biblioteca Setorial Dr. Paulo Bezerra - EMCM/RN - Caicó,2,6,1,0,0,7,3.5
111205,Tendências na utilização das tecnologias da informação e comunicação na educação.,,Inovações tecnológicas,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
163229,Professores e computadores :,"Fernandes, Natal Lânia Roque.",Professores -,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
191636,As redes sociais e seu impacto na cultura e na educação do século XXI,,Educação a distância -,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
221414,Inclusão digital nas escolas públicas :,"Silva, Maria Aparecida Ramos da.",Inclusão digital,Livro,Biblioteca Setorial Moacyr de Góes - CE,2,0,0,0,0,0,0.0
239045,Sociabilidades:,"Santos, Maria José dos.",Socialização escolar -,Tese,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
261036,Ambientes educativos emergentes,,Ensino auxiliado por computador,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
261198,Pesquisando fundamentos para novas práticas na educação online,,Computadores,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
263732,Leitura digital,,Leitura -,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
265078,Educação em rede :,"Gomez, Margarita Victoria.",Internet na educação,Livro,Biblioteca Setorial Moacyr de Góes - CE,3,0,0,0,0,0,0.0
265104,A informática educativa e qualidade de ensino :,"Silva, Maria do Carmo Aragão da.",Educação,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
265269,TV e escola :,"Guimarães, Glaucia.",Ensino-,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
294807,"Linguagens, tecnologias e educação :",,Educação,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
301599,Novas tecnologias e mediação pedagógica,"Moran, José Manoel.",Educação -,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
306007,Tecnologia educacional :,,Tecnologia educacional,Livro,Biblioteca Setorial Moacyr de Góes - CE,1,0,0,0,0,0,0.0
123458,Pump it up :,"Oliveira, Helder Alves de.",Jogos eletrônicos -,Monografia,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,1,0,0,0,0,0,0.0
130033,Redes de computadores,"Tanenbaum, Andrew S.,",Redes de computadores,Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,1,0,0,0,0,0,0.0
167525,Java :,"Deitel, Paul J.,",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,1,0,0,0,0,0,0.0
173903,Redes de computadores,"Tanenbaum, Andrew S.,",Redes de computadores,Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,1,0,0,0,0,0,0.0
186791,"Gerenciando projetos de desenvolvimento de software com PMI, RUP e UML","Martins, José Carlos Cordeiro.",Software -,Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,3,0,0,0,0,0,0.0
191806,Scripts de Shell Linux com Bash :,"Burtch, Ken O.",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,1,0,0,0,0,0,0.0
238838,Ambientes virtuais e multiplataformas online na EAD :,"Silva, Robson Santos da.",Didática,Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,1,0,0,0,0,0,0.0
255131,Tutoria e interação em educação a distância,"Mattar, João.",Ferramenta Mundos Virtuais-,Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,1,0,0,0,0,0,0.0
255268,Avaliação da aprendizagem em educação online :,,Avaliação educacional,Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,1,0,0,0,0,0,0.0
288209,Uma gentil introdução ao SuperCollider,"Ruviaro, Bruno,",SuperCollider (Linguagem de programação de computador),Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,1,0,0,0,0,0,0.0
172279,EJB 3 profissional :,"Keith, Mike.",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,2,0,1,0,0,1,0.5
176595,Shell script profissional,"Jargas, Aurélio Marinho,",Shell script (Linguagem de programação de computador),Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,2,0,1,0,0,1,0.5
248390,Algorithmic composition :,"Nierhaus, Gerhard.",Composição (Música),Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,3,2,0,0,0,2,0.67
186774,Java :,"Schildt, Herbert,",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,2,0,2,0,0,2,1.0
191131,Estruturas de dados e seus algoritmos,"Szwarcfiter, Jayme Luiz.",Estrutura de dados (Computação),Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,3,1,2,0,0,3,1.0
248308,C++ how to program,"Deitel, Paul.","C +++ (Linguagem de programação
 de computador)",Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,3,0,1,0,2,3,1.0
227337,Princípios de análise e projeto de sistemas com UML,"Bezerra, Eduardo,",Métodos orientados a objetos -,Livro,Biblioteca Setorial Pe. Jaime Diniz - Escola de Música - EMUFRN,3,6,5,0,0,11,3.67
98042,Banco de dados :,Universidade Federal do Rio Grande do Norte.,Universidade Federal do Rio Grande do Norte -,Livro,Biblioteca Setorial Prof. Dr. Marcelo Bezerra de Melo Tinôco - DARQ - ­CT,1,0,0,0,0,0,0.0
175629,Mastering SolidWorks :,"Zeid, Ibrahim.",SolidWorks,Livro,Biblioteca Setorial Prof. Dr. Marcelo Bezerra de Melo Tinôco - DARQ - ­CT,1,0,0,0,0,0,0.0
