registro_sistema,titulo,autor,assunto_principal,tipo_material,biblioteca,exemplares,emp_2018,emp_2019,emp_2020,emp_2022,total_emprestimos,media_por_exemplar
247495,Pervasive computing :,"Silvis-Cividjian, Natalia.",Engenharia de sistemas,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247502,Algorithmic learning in a random world,"Vovk, Wladimir.",Algoritmos aleatórios,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247507,Encyclopedia of machine learning,,Aprendizado de máquinas -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
247747,Universal artificial intelligence :,"Hutter, Marcus.",Inteligência artificial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247755,Domain-driven design :,"Evans, Eric,",Programação orientada a objetos (ciência da computação),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
247760,Handbook of natural computing,,Computação natural,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,12,0,0,0,0,0,0.0
247856,Programming language pragmatics,"Scott, Michael L.",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
247867,Encyclopedia of algorithms,,Ciência da computação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,0,0,0.0
247910,Vehicular networking,"Sommer, Christoph.",Redes veiculares (redes de computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
247979,Introduction to nature-inspired optimization,"Lindfield, George.",Algoritmos de computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
248127,Introduction to the semantic web and semantic web services,"Yu, Liyang.",Web semântica,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
249340,Engenharia de requisitos :,"Vazquez, Carlos Eduardo.",Engenharia de software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249378,Requisitos em projetos de software e de sistemas de informação,"Fernandes, João M.",Sistemas de informação-,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,7,0,0,0,0,0,0.0
249554,Desenvolvendo para iphone e ipad,"Lecheta, Ricardo R.",Software de aplicação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249563,LaurenIipsum :,"Bueno, Carlos .",Computação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249580,A linguagem de programação GO,"Donovan, Alan A. A.",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249661,Multi-label dimensionality reduction,"Sun, Liang,",Reconhecimento de padrões ópticos,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,5,0,0,0,0,0,0.0
249753,Ransomware :,"Liska, Allan.",Crime por computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249780,Analítica de dados com Hadoop :,"Bengfort, Benjamin.",Estruturas de dados (Computação),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249782,Engenharia de confiabilidade do google :,,Ferramentas de busca na Web,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249786,Desenvolvendo Jogos Mobile com HTML5,"Estevarengo, Luiz Fernando.",HTML (Linguagem de marcação de documento),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249787,Complex systems and clouds :,"Marinescu, Dan C.",Sistemas de computação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249790,Metaheuristic applications in structures and infrastructures,,Design de engenharia -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
249794,Amazon web services em ação,"Wittig, Andreas.",Computação em nuvem,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249802,Dados abertos conectados :,"Isotani, Seiji.",Web semântica,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249803,Aprendendo material design :,"Mew, Kyle.",Aplicativos Móveis -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
249818,Domain-driven design :,"Evans, Eric,",Programação orientada a objetos (ciência da computação),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
251340,Linux System Administrator´s Surviral Guide,"Parker, Timothy.",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
252027,"Algoritmos algébricos, o Smart Brain e o problema P versus NP","Calegari, Rafael.",Programação de computadores,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
252051,Algorithmic adventures :,"Hromkovic, Juraj,",Algoritmos,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
252087,Intelligent systems for engineers and scientists,"Hopgood, Adrian A.",Sistemas especialistas (informática),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
252100,Foundations of genetic programming,"Langdon, William B.",Inteligência artificial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
252105,Descomplicando o Docker,"Vitalino, Jeferson Fernando Noronha",Docker (Programa de Computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
252106,Fundamentals of Python :,"Lambert, Kenneth Alfred,",Python (linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
252118,Python programming in context,"Miller, Bradley N.",Python (linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
252120,Semantic computing,,Computação semântica,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
252157,Novas tecnologias de redes Ethernet,"Enne, Antônio José.",Redes de computadores,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
252158,Sistemas operacionais com Java,"Silberschatz, Abraham.",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
255072,Internet & direito penal :,"Wendt, Emerson,",Crime por computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
256367,Aprendendo docker: X,"Silva, Wellington Figueira da.",Docker (programa de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
256398,Teste de desempenho com JMeter 3,"Erinle, Bayo.",Teste de desempenho (programas de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
256408,Data structures and algorithms in Python,"Goodrich, Michael T.,",Python (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
257980,A escola e a sociedade tecnológica:,"Elias, Raimundo Francisco de,",Escola,Monografia,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
259172,Os recursos tecnológicos nas escolas públicas no municipio de Caicó-RN,"Brito, Fabiana Érica de.",Escolas públicas -,Monografia,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
259552,Otimização por enxame de partículas :,"Paiva, Fábio Augusto Procópio de.",Algoritmos,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
270036,The linux solution,"Edmunds, Keith",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
278588,Python para data science:,"Netto, Amílcar.",Python (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
278594,Máquinas preditivas:,"Agrawal, Ajay.",Negócios -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
278605,Construindo chatbots com python :,"Raj, Sumit.",Programação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
278606,Projetos de Ciência de Dados com Python :,"Klosterman, Stephen.",Python -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
278607,Introdução à computação usando Python :,"Perkovic, Ljubomir.",Computação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
278613,Análise prática de séries temporais:,"Nielsen, Aileen.",Aprendizado do computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
278614,A revolução do aprendizado profundo,"Sejnowski, Terrence J.",Aprendizado do computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
278618,Análise preditiva:,"Siegel, Eric.",Processamento de dados,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
278622,Business intelligence e análise de dados para gestão do negócio,"Sharda, Ramesh",Gestão do conhecimento,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
278624,Inteligência artificial :,,Inteligência artificial,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,3,0,0,0,0,0,0.0
302425,"Desinformação, regulação das plataformas e direitos digitais",,Direitos digitais,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,2,0,0,0,0,0,0.0
302532,Information architecture :,"Rosenfeld, Louis.",Tecnologia da informação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
302534,Primeiros passos com o Arduino,"Banzi, Massimo.",Linguagem de programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,1,0,0,0,0,0,0.0
186066,Learning Python,"Lutz, Mark.",Python (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,16,0,1,0,0,1,0.06
215654,Fundamentos do gerenciamento de serviços de TI,"Freitas, Marcos André dos Santos.",Informática,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,15,1,0,0,0,1,0.07
186343,Modelagem e projetos baseados em objetos com UML 2,"Blaha, Michael.",Engenharia de software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,12,1,0,0,0,1,0.08
201829,Regras do jogo :,"Salen, Katie.",Jogos por computador -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,12,0,0,1,0,1,0.08
235516,Fundamentos de sistemas operacionais,"Machado, Francis B.",Sistemas operacionais (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,24,2,0,0,0,2,0.08
249565,Entendendo algoritmos :,"Bhargava, Aditya Y.",Algoritmos de computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,12,0,0,0,1,1,0.08
167047,Sistemas de banco de dados,"Elmasri, Ramez.",Banco de dados,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,23,2,0,0,0,2,0.09
176239,Arquitetura de sistemas operacionais,"Machado, Francis B.",Arquitetura de computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,11,1,0,0,0,1,0.09
186333,Engenharia de software :,"Hirama, Kechi",Engenharia de software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,11,0,1,0,0,1,0.09
208167,Computaçao em nuvem :,"Chee, Brian J.S.",Computação em nuvem,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,11,0,1,0,0,1,0.09
182356,Servidores Linux :,"Morimoto, Carlos E.",Linux (Sistema operacional de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,0,1,0,0,1,0.1
190604,Engineering a compiler,"Cooper, Keith D.",Compiladores (programas de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,0,1,0,0,1,0.1
191147,O processo unificado explicado,"Scott, Kendall",UML (Linguagem de modelagem padrão),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,1,0,0,0,1,0.1
192525,The art of multiprocessor programming,"Herlihy, Maurice.",Multiprogramação (computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,1,0,0,0,1,0.1
202790,Cloud computing :,"Sousa Neto, Manoel Veras de.",Computação em nuvem (Cloud computing),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,1,0,0,0,1,0.1
204105,Gerenciamento ágil de projeto :,"Highsmith, Jim.",Engenharia de software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,0,1,0,0,1,0.1
206117,The internet of things in the cloud :,"Zhou, Honbo.",Internet,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,1,0,0,0,1,0.1
226048,Modelagem de sistemas orientados a objetos :,"Furgeri, Sérgio.",Métodos orientados a objetos,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,10,1,0,0,0,1,0.1
185234,Learning OpenCV :,"Bradski, Gary.",OpenCV,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,9,0,0,0,1,1,0.11
206044,Java + Primefaces + Ireport :,"Souza, Thiago Hernandes de.",Desenvolvimento web,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,9,0,0,1,0,1,0.11
207432,Linguagens de programação :,"Tucker, Allen B.",Linguagem de programação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,9,0,0,0,1,1,0.11
9333,The design and analysis of computer algorithms,"Aho, Alfred V.,",Algoritmos de computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,0,1,0,0,1,0.12
86033,Algorithm design,"Kleinberg, Jon.",Algorítmos,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,1,0,0,0,1,0.12
121666,Essential SNMP,"Mauro, Douglas R.",Redes de computação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,0,1,0,0,1,0.12
163568,Datacenter :,"Sousa Neto, Manoel Veras de.",Tecnologia da informação -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,1,0,0,0,1,0.12
165760,Engenharia web,"Pressman, Roger S.",Engenharia de software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,16,2,0,0,0,2,0.12
166786,Introdução à ciência da computação com jogos :,"Feijó, Bruno",Jogos por computador,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,0,1,0,0,1,0.12
171268,Introduction to the theory of computation,"Sipser, Michael.",Teoria da computação,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,1,0,0,0,1,0.12
190532,Distributed systems :,,Sistemas distribuídos (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,0,1,0,0,1,0.12
190622,Projeto de algoritmos :,"Ziviani, Nivio.",Algoritmos -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,0,1,0,0,1,0.12
191925,Arquitetura de sistemas para web com java utilizando design patterns e frameworks,"Teruel, Evandro Carlos.",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,8,1,0,0,0,1,0.12
211191,Análise de tráfego em redes TCP/IP :,"Mota Filho, João Eriberto.",TCP/IP (Protocolo de rede de computação),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,15,0,2,0,0,2,0.13
231119,Estrutura de dados e técnicas de programação,,Programação (Computadores),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,15,0,2,0,0,2,0.13
190887,Scrum em ação :,"Pham, Andrew.",Software -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,7,0,1,0,0,1,0.14
169931,Sistemas operacionais modernos,"Tanenbaum, Andrew S.,",Sistema operacional,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,1,0,1,0.17
176256,Hands-on networking with internet technologies,"Comer, Douglas E.",Redes de computadores,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,1,0,0,1,0.17
176599,Desenvolvimento de software com Scrum :,"Cohn, Mike.",Software -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,1,0,0,0,1,0.17
180650,"Desenvolvendo aplicações web com JPS, servlets, Javaserver faces, hibernate, EJB 3 persistence e AJAX","Gonçalves, Edson.",Java (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,1,0,0,1,0.17
186306,Agile testing :,"Crispin, Lisa.",Engenharia de software -,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,0,1,1,0.17
186323,Agile software requirements :,"Leffingwell, Dean.",Engenharia de software,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,1,0,0,1,0.17
186338,Programando para processadores paralelos :,"Kirk, David,",Programação paralela (Ciência da computação),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,1,0,0,0,1,0.17
186751,"Systems analysis design, UML version 2.0 :","Dennis, Alan.",Análise de sistemas,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,1,0,0,0,1,0.17
186770,Decision support and business intelligence systems,"Turban, Efraim.",Sistemas de suporte à decisão,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,0,0,1,0,1,0.17
186784,R cookbook,"Teetor, Paul,",R (Linguagem de programação de computador),Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,1,0,0,0,1,0.17
190932,Jquery UI :,"Silva, Maurício Samy.",Desenvolvimento web,Livro,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,6,1,0,0,0,1,0.17
