id_exemplar,codigo_barras,colecao,biblioteca,status_material,localizacao,registro_sistema,circulavel,grupo_cdd
1116640,2013113143,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.451.5 F224b,207960,True,primario_004
1117181,2013102336,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.031.6 K48a,208028,True,primario_004
1117178,2013102333,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.031.6 K48a,208028,True,primario_004
1117177,2013102332,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.031.6 K48a,208028,True,primario_004
1117179,2013102334,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.031.6 K48a,208028,True,primario_004
1117180,2013102335,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.031.6 K48a,208028,True,primario_004
1118425,2014013813,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1118418,2014013806,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1118420,2014013808,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1118422,2014013810,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1118424,2014013812,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1118417,2014013805,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1118426,2014013814,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1118419,2014013807,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1118421,2014013809,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1118423,2014013811,Acervo Circulante,Biblioteca Setorial Profª. Maria José Mamede Galvão - FELCS - Currais Novos,REGULAR,658:004 C838n,208042,True,correlato_004
1117656,2014014134,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.415.53 R586t 3.ed.,208098,True,primario_004
1150685,2014055689,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.415.53 R586t 3.ed.,208098,True,primario_004
1117658,2014014136,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.415.53 R586t 3.ed.,208098,True,primario_004
1117657,2014014135,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.415.53 R586t 3.ed.,208098,True,primario_004
1150687,2014055691,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.415.53 R586t 3.ed.,208098,True,primario_004
1150686,2014055690,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.415.53 R586t 3.ed.,208098,True,primario_004
1117832,2014022267,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.43 M433,208126,True,primario_004
1117845,2014022268,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.92 O61 3.ed.,208128,True,primario_004
1117858,2014022269,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,510.2:004.4 W861m 2.ed.,208133,True,correlato_004
1118135,2014014153,Acervo Circulante,Biblioteca Setorial do Departamento de Artes - DEART,REGULAR,004.5 H918,208150,True,primario_004
1118136,2014014154,Acervo Circulante,Biblioteca Setorial do Departamento de Artes - DEART,REGULAR,004.5 H918,208150,True,primario_004
1118134,2014014152,Acervo Circulante,Biblioteca Setorial do Departamento de Artes - DEART,ESPECIAL,004.5 H918,208150,True,primario_004
1118209,2014012214,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 M745p,208163,True,primario_004
1118208,2014012213,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.42 M745p,208163,True,primario_004
1118210,2014012215,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 M745p,208163,True,primario_004
1131604,2014006464,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.6 C515c,208167,True,primario_004
1131605,2014006465,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.6 C515c,208167,True,primario_004
1131603,2014006463,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.6 C515c,208167,True,primario_004
1152792,2014061177,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1138418,2014042616,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1138417,2014042615,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1118257,2014006641,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1118256,2014006640,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1118255,2014006639,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.2 C515c,208167,True,primario_004
1152793,2014061178,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1138419,2014042617,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1118259,2014006643,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1152791,2014061176,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1118258,2014006642,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.2 C515c,208167,True,primario_004
1118987,2014007473,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 W359e,208225,True,primario_004
1118989,2014007475,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 W359e,208225,True,primario_004
1118984,2014007470,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 W359e,208225,True,primario_004
1118983,2014007469,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.41 W359e,208225,True,primario_004
1118988,2014007474,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 W359e,208225,True,primario_004
1118986,2014007472,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 W359e,208225,True,primario_004
1118985,2014007471,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 W359e,208225,True,primario_004
1118990,2014007476,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 W359e,208225,True,primario_004
1119004,2014006353,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,658:004 M289g,208227,True,correlato_004
1213743,2015033465,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,658:004 M289g,208227,True,correlato_004
1119005,2014006354,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,658:004 M289g,208227,True,correlato_004
1238486,2016026474,Acervo Circulante,Biblioteca Setorial do Centro Ciências Sociais Aplicadas - CCSA,ESPECIAL,658:004 M289g,208227,True,correlato_004
1213744,2015033466,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,658:004 M289g,208227,True,correlato_004
1119006,2014006355,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,658:004 M289g,208227,True,correlato_004
1384596,2022026302,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.8 A786i 1.ed.,208228,True,primario_004
1119010,2014012897,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.8 A786i,208228,True,primario_004
1119009,2014012896,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.8 A786i,208228,True,primario_004
1119008,2014012895,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.8 A786i,208228,True,primario_004
1119090,2014013540,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.382.2 P681c 3.ed.,208242,True,primario_004
1119092,2014013542,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.382.2 P681c 3.ed.,208242,True,primario_004
1119091,2014013541,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.382.2 P681c 3.ed.,208242,True,primario_004
1119093,2014013543,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.382.2 P681c 3.ed.,208242,True,primario_004
1119094,2014013544,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.382.2 P681c 3.ed.,208242,True,primario_004
1119104,2014015439,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 H811p,208246,True,primario_004
1119103,2014015438,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 H811p,208246,True,primario_004
1119102,2014015437,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.42 H811p,208246,True,primario_004
1119628,2014006356,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.92 R484b,208308,True,primario_004
1119629,2014006357,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.92 R484b,208308,True,primario_004
1119630,2014006358,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.92 R484b,208308,True,primario_004
1162305,2014055448,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1229870,2014083250,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1162302,2014055445,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1162299,2014055442,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1119631,2014006337,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.43 A474i,208309,True,primario_004
1162304,2014055447,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1162303,2014055446,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1229871,2014083251,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1229872,2014083252,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1119632,2014006338,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1119633,2014006339,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1162301,2014055444,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1162300,2014055443,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.43 A474i,208309,True,primario_004
1119844,2014012967,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.65 G635i 1.ed.,208356,True,primario_004
1119843,2014012966,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.65 G635i 1.ed.,208356,True,primario_004
1119845,2014012968,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.65 G635i 1.ed.,208356,True,primario_004
1119863,2014012894,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 H491d,208362,True,primario_004
1379154,2023003738,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.41 H491d,208362,True,primario_004
1119862,2014012893,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 H491d,208362,True,primario_004
1119861,2014012892,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.41 H491d,208362,True,primario_004
1255917,2017013325,Acervo Circulante,Biblioteca Setorial Prof. Rodolfo Helinski - Escola Agrícola de Jundiaí - EAJ - Macaiba,REGULAR,004.41 H491d,208362,True,primario_004
1120319,2014022773,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.4 N311a,208429,True,primario_004
1120320,2014022774,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.4 N311a,208429,True,primario_004
1120409,2014022406,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.42 S257g 2.ed.,208445,True,primario_004
1120411,2014022408,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.42 S257g 2.ed.,208445,True,primario_004
1120410,2014022407,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.42 S257g 2.ed.,208445,True,primario_004
1120421,2014006340,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.42 C559c,208447,True,primario_004
1120423,2014006342,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 C559c,208447,True,primario_004
1120422,2014006341,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.42 C559c,208447,True,primario_004
1120434,2014004770,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 L783d,208451,True,primario_004
1120430,2014004766,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.738.5 L783d,208451,True,primario_004
1120431,2014004767,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 L783d,208451,True,primario_004
1120435,2014004771,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 L783d,208451,True,primario_004
1120433,2014004769,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 L783d,208451,True,primario_004
1120432,2014004768,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 L783d,208451,True,primario_004
1120441,2014004734,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.738.5 H143p,208455,True,primario_004
1120445,2014004738,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 H143p,208455,True,primario_004
1120443,2014004736,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 H143p,208455,True,primario_004
1120444,2014004737,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 H143p,208455,True,primario_004
1120442,2014004735,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 H143p,208455,True,primario_004
1120446,2014004739,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.738.5 H143p,208455,True,primario_004
1120457,2014004756,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208457,True,primario_004
1120456,2014004755,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208457,True,primario_004
1120451,2014004750,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.7 H334p,208457,True,primario_004
1120458,2014004757,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208457,True,primario_004
1120455,2014004754,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208457,True,primario_004
1120460,2014004759,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208457,True,primario_004
1120454,2014004753,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208457,True,primario_004
1120453,2014004752,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208457,True,primario_004
1120452,2014004751,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208457,True,primario_004
1120459,2014004758,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208457,True,primario_004
1120465,2014012255,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.62 M478p,208459,True,primario_004
1120466,2014012256,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.62 M478p,208459,True,primario_004
1120467,2014012257,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.62 M478p,208459,True,primario_004
1120472,2014015441,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.62 Z17b,208460,True,primario_004
1120471,2014015440,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.62 Z17b,208460,True,primario_004
1120483,2014004745,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208462,True,primario_004
1120486,2014004748,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208462,True,primario_004
1120479,2014004741,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208462,True,primario_004
1120487,2014004749,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208462,True,primario_004
1120481,2014004743,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208462,True,primario_004
1120484,2014004746,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208462,True,primario_004
1120478,2014004740,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.7 H334p,208462,True,primario_004
1120482,2014004744,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208462,True,primario_004
1120485,2014004747,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208462,True,primario_004
1120480,2014004742,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.7 H334p,208462,True,primario_004
1120502,2014006397,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.413 J82g,208465,True,primario_004
1120501,2014006396,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.413 J82g,208465,True,primario_004
1427354,2025002080,Acervo Circulante,Biblioteca Central Zila Mamede,ESPECIAL,004.413 J82g,208465,True,primario_004
1120503,2014006398,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.413 J82g,208465,True,primario_004
1120505,2014012899,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 C355c,208467,True,primario_004
1120507,2014012901,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 C355c,208467,True,primario_004
1120509,2014012903,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 C355c,208467,True,primario_004
1120508,2014012902,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 C355c,208467,True,primario_004
1120504,2014012898,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004 C355c,208467,True,primario_004
1120506,2014012900,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004 C355c,208467,True,primario_004
1120535,2014006349,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.67 G635e,208471,True,primario_004
1120533,2014006347,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,ESPECIAL,004.67 G635e,208471,True,primario_004
1120534,2014006348,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.67 G635e,208471,True,primario_004
1121046,2014004551,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121048,2014004553,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121040,2014004545,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121049,2014004554,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121043,2014004548,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121041,2014004546,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121042,2014004547,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121045,2014004550,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121044,2014004549,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121047,2014004552,Acervo Circulante,Biblioteca Central Zila Mamede,REGULAR,004.2 H515c 5.ed.,208562,True,primario_004
1121627,2014022108,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 P831i,208669,True,primario_004
1121625,2014022106,Acervo Circulante,Biblioteca Setorial Profª. Maria Lúcia da Costa Bezerra - ­CERES­ - Caicó,REGULAR,004.41 P831i,208669,True,primario_004
