registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,assunto_lista,assunto_principal
171245,The (new) turing omnibus :,66 excursions in computer science /,Processamento eletrônico de dados.,"Dewdney, A. K.",Livro,4,1993.0,,"Freeman and Company,",,['Processamento eletrônico de dados'],Processamento eletrônico de dados
171248,Information security :,principles and practice /,Computadores -#$&Medidas de segurança.#$&Segurança (informática).#$&Criptografia.#$&Autenticação (Ciência da computação).,"Stamp, Mark.",Livro,4,2006.0,,"Wiley-Interscience,",9780471738480,"['Computadores -', 'Medidas de segurança', 'Segurança (informática)', 'Criptografia', 'Autenticação (Ciência da computação)']",Computadores -
171263,Metodologia de pesquisa para Ciência da Computação,,Ciência da Computação -#$&Metodologia da pesquisa.#$&Pesquisa -#$&Metodologia.#$&Projeto de pesquisa -#$&Metodologia.,"Wazlawick, Raul Sidnei.",Livro,13,2009.0,,"Elsevier,",,"['Ciência da Computação -', 'Metodologia da pesquisa', 'Pesquisa -', 'Metodologia', 'Projeto de pesquisa -', 'Metodologia']",Ciência da Computação -
171268,Introduction to the theory of computation,,Teoria da computação.#$&Complexibilidade computacional.#$&Computação -#$&Matemática.,"Sipser, Michael.",Livro,8,2006.0,2nd ed. -,"Thomson Course Technology,",,"['Teoria da computação', 'Complexibilidade computacional', 'Computação -', 'Matemática']",Teoria da computação
171277,Análise de desempenho de um fogão solar com parábola fabricada em material compósito,,Energia solar -#$&Dissertação.#$&Fogão solar -#$&Dissertação.#$&Parábola -#$&Materiais compósitos -#$&Dissertação.#$&Cozimento de alimentos -#$&Dissertação.#$&Custo-benefício -#$&Dissertação.#$&Solar cooker.#$&Parabolic reflector.#$&Composite materials.#$&Low cost.,"Macedo Neto, Miguel Cabral de.",Dissertação,1,2011.0,,,,"['Energia solar -', 'Dissertação', 'Fogão solar -', 'Dissertação', 'Parábola -', 'Materiais compósitos -', 'Dissertação', 'Cozimento de alimentos -', 'Dissertação', 'Custo-benefício -', 'Dissertação', 'Solar cooker', 'Parabolic reflector', 'Composite materials', 'Low cost']",Energia solar -
171280,Uma abordagem dirigida por modelos para gerência de variabilidade e execução de processos de software,,Engenharia de software -#$&Dissertação.#$&Processo de software -#$&Eclipse Processo Framework(EPF) -#$&Dissertação.#$&Reúso -#$&Processo de software -#$&Dissertação.#$&Desenvolvimento de software baseado em modelos -#$&Dissertação.#$&Software process.#$&Eclipse Process Framework(EPF)#$&Software development based on models.,"Santos, Wanderson Câmara dos.",Dissertação,1,2011.0,,,,"['Engenharia de software -', 'Dissertação', 'Processo de software -', 'Eclipse Processo Framework(EPF) -', 'Dissertação', 'Reúso -', 'Processo de software -', 'Dissertação', 'Desenvolvimento de software baseado em modelos -', 'Dissertação', 'Software process', 'Eclipse Process Framework(EPF)', 'Software development based on models']",Engenharia de software -
171350,The C programming language,,C (Linguagem de programação de computador)#$&Linguagem de programação (Computadores).,"Kernighan, Brian W.,",Livro,8,1988.0,2nd. ed. -,"Prentice Hall,",,"['C (Linguagem de programação de computador)', 'Linguagem de programação (Computadores)']",C (Linguagem de programação de computador)
171361,Neural networks and learning machines,,Redes neurais (Computação).,"Haykin, Simon.",Livro,10,2009.0,3rd. ed.,"Pearson Education,",,['Redes neurais (Computação)'],Redes neurais (Computação)
171362,The practice of programming,,Programação (Computadores).#$&Algoritmos de computador.,"Kernighan, Brian W.,",Livro,6,1999.0,,"Addison-Wesley,",,"['Programação (Computadores)', 'Algoritmos de computador']",Programação (Computadores)
171363,The C++ programming language,,C (Linguagem de programação de computador)#$&Design e programação (Computação).,"Stroustroup, Bjarne.",Livro,14,2000.0,Special ed. -,"Addson-Wesley,",,"['C (Linguagem de programação de computador)', 'Design e programação (Computação)']",C (Linguagem de programação de computador)
171412,Introduction to the design and analysis of algorithms,,Algoritmos.#$&Algoritmos -#$&Design.#$&Algoritmos -#$&Fundamentos de análise.,"Levitin, Anany.",Livro,8,2007.0,2nd ed. -,"Pearson Education,",,"['Algoritmos', 'Algoritmos -', 'Design', 'Algoritmos -', 'Fundamentos de análise']",Algoritmos
171421,C traps and pitfalls,,C (Linguagem de programação de computador),"Koenig, Andrew.",Livro,4,1989.0,,"Addison-Wesley,",,['C (Linguagem de programação de computador)'],C (Linguagem de programação de computador)
171427,History of programming languages II,,Linguagem de programação (Computadores).#$&Historia.,,Livro,4,1996.0,,"Academic Press,",,"['Linguagem de programação (Computadores)', 'Historia']",Linguagem de programação (Computadores)
171429,Compilers :,"principles, techniques, & tools /",Compiladores (Programa para programas).#$&Compiladores (Programa de computadores).,,Livro,4,2007.0,2nd. ed. -,"Pearson Education,",,"['Compiladores (Programa para programas)', 'Compiladores (Programa de computadores)']",Compiladores (Programa para programas)
171443,Feature extraction and image processing,,Computação gráfica.#$&Processamento de imagens.#$&Curta-metragem.,"Nixon, Mark S.",Livro,6,2008.0,2nd. ed. -,"Elsevier,",,"['Computação gráfica', 'Processamento de imagens', 'Curta-metragem']",Computação gráfica
171648,Uma abordagem sistemática para o teste de linhas de produto de software,,Testes de software -#$&Dissertação.#$&Linhas de produto de software -#$&Dissertação.#$&Engenharia de software automatizada -#$&Dissertação.#$&Software testing.#$&Software product lines.,"Câmara, Heitor Mariano de Aquino.",Dissertação,1,2011.0,,,,"['Testes de software -', 'Dissertação', 'Linhas de produto de software -', 'Dissertação', 'Engenharia de software automatizada -', 'Dissertação', 'Software testing', 'Software product lines']",Testes de software -
171654,Um framework de agentes de recomendação para sistemas Web,,Engenharia de software -#$&Dissertação.#$&Sistemas multiagentes -#$&Dissertação.#$&Framework -#$&Dissertação.#$&Sistema Web -#$&Dissertação.#$&Software engineering.#$&MAS.#$&Framework.,"Medeiros, Danielle Gomes de Freitas.",Dissertação,1,2011.0,,,,"['Engenharia de software -', 'Dissertação', 'Sistemas multiagentes -', 'Dissertação', 'Framework -', 'Dissertação', 'Sistema Web -', 'Dissertação', 'Software engineering', 'MAS', 'Framework']",Engenharia de software -
